"Task Lines Report    Date: 22/09/2022 13:42:32"
"Statistical Activity: Inventories Local    Mode: INT23    Task: 4.6.1 Input Sector Pattern Data (Not Parallel)"

Order No.,Name,Type,Is Line Parallel
0,"4.6.1.1 Copy Sector Pattern Data",CALCULATION DEFINITION,N
