"Task Lines Report    Date: 22/09/2022 13:42:32"
"Statistical Activity: Inventories Local    Mode: INT23    Task: 4.1 Process QSI Industries (Not Parallel)"

Order No.,Name,Type,Is Line Parallel
0,"4.1.1 Input QSI Data",TASK,N
1,"4.1.2 Calculate QSI Industries",TASK,N
