"Task Lines Report    Date: 22/09/2022 13:42:32"
"Statistical Activity: Inventories Local    Mode: INT23    Task: Supertask for Unbalanced (Not Parallel)"

Order No.,Name,Type,Is Line Parallel
0,"4.1 Process QSI Industries",TASK,N
1,"4.2 Process Non-QSI industries",TASK,N
2,"4.3 Process ABI Adjustment",TASK,N
3,"90.10 Copy datasets to Completed",TASK,N
